BASE_PRECINCT,WINNER_CANDIDATE_16,WINNER_PARTY_16,MARGIN_PERCENTPOINTS_16,VOTE_SHARE_WINNER_16,WINNER_TEXT_16,CT_WINNER_CANDIDATE_16,CT_WINNER_PARTY_16,CT_WINNER_TEXT_16,LOCATION,TOTAL_POP,RACE,PARTISANSHIP,DEMOCRAT_SHARE,REPUBLICAN_SHARE,WHITE_SHARE,BLACK_SHARE,HISPANIC_SHARE,OTHER_SHARE,MUNICIPALITY
825,Patrick Murphy (DEM),DEM,16.95,56.70,Patrick Murphy (DEM) won with 56.7% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,South Dade Regional Library,3913,Majority Hispanic,Other,35.5,30.8,21,9.5,61,8.5,Cutler Bay
826,Patrick Murphy (DEM),DEM,72.27,85.29,Patrick Murphy (DEM) won with 85.3% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Robert Russa Moton Elementary School,1521,Majority Black,Heavily Democrat,63,11.4,2.2,62.1,29,6.7,Unincorporated M-D
827,Patrick Murphy (DEM),DEM,37.22,67.30,Patrick Murphy (DEM) won with 67.3% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Iglesia Bautista McCall,2442,Majority Hispanic,Other,43.5,24.3,6.3,24.9,58.7,10.1,Unincorporated M-D
829,Patrick Murphy (DEM),DEM,32.96,65.32,Patrick Murphy (DEM) won with 65.3% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Caribbean K-8 Center,2333,Majority Hispanic,Other,45.3,25.1,5.1,27.3,59.7,7.9,Unincorporated M-D
830,Patrick Murphy (DEM),DEM,31.31,64.70,Patrick Murphy (DEM) won with 64.7% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Isaac A. Withers Enrichment Center,2231,Majority Hispanic,Other,42.1,23.1,7,22.2,61.2,9.5,Unincorporated M-D
831,Patrick Murphy (DEM),DEM,27.55,62.71,Patrick Murphy (DEM) won with 62.7% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Isaac A. Withers Enrichment Center,763,Majority Hispanic,Other,36.4,24.6,4.2,10,79.7,6.2,Unincorporated M-D
832,Patrick Murphy (DEM),DEM,23.41,60.46,Patrick Murphy (DEM) won with 60.5% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Dr. Edward L. Whigham Elementary School,1777,Majority Hispanic,Other,37.3,24.3,20,12.3,60.5,7.2,Cutler Bay
833,Patrick Murphy (DEM),DEM,34.62,65.38,Patrick Murphy (DEM) won with 65.4% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Goulds Park,299,Majority Hispanic,Other,31.8,24.4,1,12,79.3,7.7,Unincorporated M-D
834,Patrick Murphy (DEM),DEM,57.41,77.78,Patrick Murphy (DEM) won with 77.8% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Morning Star Baptist Church,90,Majority Hispanic,Other,47.8,23.3,0,41.1,52.2,6.7,Unincorporated M-D
835,Patrick Murphy (DEM),DEM,100.00,100.00,Patrick Murphy (DEM) won with 100% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Silver Palm United Methodist Church,2,Majority White,Heavily Democrat,100,0,50,0,50,0,Unincorporated M-D
836,Patrick Murphy (DEM),DEM,100.00,100.00,Patrick Murphy (DEM) won with 100% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
837,Patrick Murphy (DEM),DEM,2.66,50.30,Patrick Murphy (DEM) won with 50.3% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Southwood Middle School,2573,Other,Other,34,35.5,44,3.5,42.8,9.7,Palmetto Bay
838,Patrick Murphy (DEM),DEM,16.70,56.70,Patrick Murphy (DEM) won with 56.7% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,South Miami Heights Elementary School,978,Majority Hispanic,Other,37,30.3,6.5,11.7,73,8.8,Unincorporated M-D
839,Patrick Murphy (DEM),DEM,35.73,66.34,Patrick Murphy (DEM) won with 66.3% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Mount Pleasant Baptist Church,1336,Majority Hispanic,Other,42.2,22.2,7.4,17.5,68.2,6.9,Unincorporated M-D
840,Patrick Murphy (DEM),DEM,6.06,52.11,Patrick Murphy (DEM) won with 52.1% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Palmetto Golf Course,1845,Majority Hispanic,Other,36,30.7,30.7,8.7,50.2,10.4,Unincorporated M-D
841,Patrick Murphy (DEM),DEM,10.89,54.03,Patrick Murphy (DEM) won with 54% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Robert Morgan Educational Center,3399,Majority Hispanic,Other,32.4,30,7.8,9.4,74.7,8.1,Unincorporated M-D
842,Patrick Murphy (DEM),DEM,35.38,66.67,Patrick Murphy (DEM) won with 66.7% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Kingdom Covenant Church,341,Other,Other,40.8,27.3,21.1,13.2,49.6,16.1,Unincorporated M-D
843,Patrick Murphy (DEM),DEM,29.41,63.24,Patrick Murphy (DEM) won with 63.2% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Goulds Church of Christ,125,Majority Hispanic,Other,32.8,32,11.2,3.2,68,17.6,Unincorporated M-D
844,Marco Rubio (REP),REP,100.00,100.00,Marco Rubio (REP) won with 100% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Southwood Middle School,7,Majority White,Other,14.3,42.9,71.4,0,0,28.6,Palmetto Bay
845,Patrick Murphy (DEM),DEM,7.04,52.22,Patrick Murphy (DEM) won with 52.2% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Iglesia Metodista Unida Peace,2247,Majority Hispanic,Other,33.7,33.4,12.1,13.9,62.8,11.3,Unincorporated M-D
846,Patrick Murphy (DEM),DEM,17.30,57.38,Patrick Murphy (DEM) won with 57.4% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Upper Room Assembly of God,3549,Majority Hispanic,Other,34.8,31,8.5,10.8,73.5,7.2,Unincorporated M-D
847,Patrick Murphy (DEM),DEM,18.96,57.87,Patrick Murphy (DEM) won with 57.9% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Cutler Bay Senior High School,4556,Majority Hispanic,Other,34.3,28.6,16.6,11.3,63.3,8.7,Cutler Bay
848,Marco Rubio (REP),REP,29.05,63.59,Marco Rubio (REP) won with 63.6% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Miami First Church of the Nazarene,1257,Majority Hispanic,Other,23.8,44.9,32.1,2.9,57,8,Unincorporated M-D
849,Patrick Murphy (DEM),DEM,29.69,62.70,Patrick Murphy (DEM) won with 62.7% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Mount Pleasant Baptist Church,759,Majority Hispanic,Other,40.4,24.4,11.7,15.8,63,9.5,Cutler Bay
850,Marco Rubio (REP),REP,20.24,58.73,Marco Rubio (REP) won with 58.7% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Christ Congregational Church,326,Other,Other,22.4,45.7,44.5,1.2,43.6,10.7,Coral Gables
851,Patrick Murphy (DEM),DEM,48.52,72.93,Patrick Murphy (DEM) won with 72.9% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Miami Southridge Senior High School,2352,Majority Hispanic,Other,48.9,21,4.6,30.7,55.6,9.1,Unincorporated M-D
852,Marco Rubio (REP),REP,28.57,61.90,Marco Rubio (REP) won with 61.9% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Morning Star Baptist Church,47,Majority Hispanic,Other,23.4,29.8,29.8,2.1,63.8,4.3,Unincorporated M-D
853,Marco Rubio (REP),REP,16.05,56.53,Marco Rubio (REP) won with 56.5% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Silver Palm United Methodist Church,2013,Majority Hispanic,Other,26.5,39.4,23.8,2.4,67.4,6.3,Unincorporated M-D
854,Patrick Murphy (DEM),DEM,17.12,56.69,Patrick Murphy (DEM) won with 56.7% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Cutler Bay Worship Center,2838,Majority Hispanic,Other,37.8,27.6,26.5,8.8,54.8,9.9,Cutler Bay
856,Patrick Murphy (DEM),DEM,74.84,86.25,Patrick Murphy (DEM) won with 86.3% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Goulds Park,3142,Majority Black,Heavily Democrat,62.6,12.3,2.5,59.1,31.9,6.6,Unincorporated M-D
857,Patrick Murphy (DEM),DEM,6.86,52.47,Patrick Murphy (DEM) won with 52.5% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Ministerio Cristiano Exodo 13:21,3956,Majority Hispanic,Other,30.5,30.9,10.6,6.8,73.7,9,Unincorporated M-D
858,Marco Rubio (REP),REP,2.61,50.50,Marco Rubio (REP) won with 50.5% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Unity Center of Miami,2813,Majority Hispanic,Other,29.8,34.8,11.1,5.3,76,7.7,Unincorporated M-D
859,Marco Rubio (REP),REP,4.45,51.09,Marco Rubio (REP) won with 51.1% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,West Kendall Regional Library,3198,Majority Hispanic,Other,26.4,31.4,11.4,3.7,74.9,9.9,Unincorporated M-D
860,Patrick Murphy (DEM),DEM,10.07,54.08,Patrick Murphy (DEM) won with 54.1% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Deerwood Bonita Lakes Park,1295,Majority Hispanic,Other,34.4,28.3,13.7,8.7,68.3,9.2,Unincorporated M-D
862,Patrick Murphy (DEM),DEM,18.12,57.90,Patrick Murphy (DEM) won with 57.9% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Isles at Bayshore Clubhouse,3729,Majority Hispanic,Other,36.7,24.1,15.1,11.9,64.4,8.6,Cutler Bay
888,Marco Rubio (REP),REP,12.77,55.32,Marco Rubio (REP) won with 55.3% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Waterstone Grand,292,Majority Hispanic,Other,30.8,30.1,7.2,15.8,72.9,4.1,Homestead
889,Patrick Murphy (DEM),DEM,29.38,62.77,Patrick Murphy (DEM) won with 62.8% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Iglesia Cristiana El Buen Samaritano,943,Majority Hispanic,Other,45,24.2,10.5,31.5,50.6,7.4,Unincorporated M-D
890,Patrick Murphy (DEM),DEM,41.41,68.80,Patrick Murphy (DEM) won with 68.8% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Air Base K-8 Center,3240,Majority Hispanic,Other,47.5,19.8,6,33.4,52.4,8.1,Unincorporated M-D
891,Patrick Murphy (DEM),DEM,35.83,66.45,Patrick Murphy (DEM) won with 66.5% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Homestead Air Reserve Park,4372,Majority Hispanic,Other,41.5,23.1,7,25,60.6,7.5,Unincorporated M-D
892,Patrick Murphy (DEM),DEM,20.97,58.87,Patrick Murphy (DEM) won with 58.9% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Gate Way Church of Christ,299,Majority Hispanic,Other,28.4,26.8,7.7,9.4,75.9,7,Homestead
893,Patrick Murphy (DEM),DEM,42.11,69.64,Patrick Murphy (DEM) won with 69.6% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Oasis Club House,507,Majority Hispanic,Other,43.6,18.5,14.6,26.6,50.9,7.9,Homestead
894,Patrick Murphy (DEM),DEM,58.14,76.74,Patrick Murphy (DEM) won with 76.7% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Villages of Homestead Audubon Club House,118,Majority Hispanic,Other,39.8,8.5,2.5,2.5,82.2,12.7,Homestead
895,Patrick Murphy (DEM),DEM,8.87,53.36,Patrick Murphy (DEM) won with 53.4% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Oasis Club House,1889,Majority Hispanic,Other,36.6,23.9,14.9,17.8,58.8,8.5,Homestead
896,Marco Rubio (REP),REP,20.63,60.32,Marco Rubio (REP) won with 60.3% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Villages of Homestead Audubon Club House,87,Majority Hispanic,Other,29.9,29.9,35.6,6.9,50.6,6.9,Homestead
897,Patrick Murphy (DEM),DEM,8.84,53.49,Patrick Murphy (DEM) won with 53.5% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Gate Way Church of Christ,2667,Majority Hispanic,Other,33.4,29.2,22.9,13.5,56.6,7,Homestead
900,Marco Rubio (REP),REP,12.58,54.80,Marco Rubio (REP) won with 54.8% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Silver Palm United Methodist Church,1289,Other,Other,32.4,37.2,36.6,6.9,48.9,7.6,Unincorporated M-D
901,Marco Rubio (REP),REP,29.04,63.27,Marco Rubio (REP) won with 63.3% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Fruit & Spice Park,1887,Majority Hispanic,Other,25.5,42.6,34.8,2.2,55.3,7.7,Unincorporated M-D
903,Patrick Murphy (DEM),DEM,45.39,71.28,Patrick Murphy (DEM) won with 71.3% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Naranja Park Recreation Center,4950,Majority Hispanic,Heavily Democrat,50.4,16.9,5.9,36.1,50.4,7.6,Unincorporated M-D
904,Patrick Murphy (DEM),DEM,21.77,59.59,Patrick Murphy (DEM) won with 59.6% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Naranja Community Resource Center,6104,Majority Hispanic,Other,36.5,25.1,7.6,15.4,69.8,7.3,Unincorporated M-D
905,Patrick Murphy (DEM),DEM,32.02,64.64,Patrick Murphy (DEM) won with 64.6% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Iglesia Cristiana El Buen Samaritano,1173,Majority Hispanic,Other,41.9,19.8,6.7,27.8,56.5,9,Unincorporated M-D
906,Patrick Murphy (DEM),DEM,35.80,66.62,Patrick Murphy (DEM) won with 66.6% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Miami Dade College - Homestead Campus,1398,Majority Hispanic,Other,41.6,21.9,11,19.7,61.7,7.5,Homestead
907,Patrick Murphy (DEM),DEM,15.20,55.76,Patrick Murphy (DEM) won with 55.8% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Villages of Homestead Audubon Club House,1768,Other,Other,40.4,25.7,28.4,15.9,48.1,7.6,Homestead
909,Patrick Murphy (DEM),DEM,40.94,69.17,Patrick Murphy (DEM) won with 69.2% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Naranja Branch Library,3884,Majority Hispanic,Other,48.1,17.5,7.5,26.4,58.8,7.2,Unincorporated M-D
910,Patrick Murphy (DEM),DEM,18.48,57.89,Patrick Murphy (DEM) won with 57.9% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Iglesia Centro de Fe,3111,Majority Hispanic,Other,37.7,25.9,9.5,13.3,70.6,6.6,Unincorporated M-D
911,Patrick Murphy (DEM),DEM,23.38,60.03,Patrick Murphy (DEM) won with 60% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,St. Martin De Porres Catholic Church,3217,Majority Hispanic,Other,40.5,22.6,9.6,12.9,71,6.6,Unincorporated M-D
913,Marco Rubio (REP),REP,13.38,55.53,Marco Rubio (REP) won with 55.5% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,South Dade Park,3846,Majority Hispanic,Other,29.9,38.2,31.6,7.7,53.1,7.7,Unincorporated M-D
914,Marco Rubio (REP),REP,25.69,61.12,Marco Rubio (REP) won with 61.1% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,John D. Campbell Agricultural Center,1425,Other,Other,24.4,45.6,45.3,4,43.7,7,Unincorporated M-D
915,Marco Rubio (REP),REP,1.19,48.81,Marco Rubio (REP) won with 48.8% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Homestead Community Center (William F. Dickinson),2513,Majority Hispanic,Other,34.8,30.6,30.5,8.6,54.6,6.3,Homestead
916,Patrick Murphy (DEM),DEM,37.44,66.86,Patrick Murphy (DEM) won with 66.9% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Phichol Williams Community Center,1446,Majority Hispanic,Other,43.6,17.6,13.8,17.4,60.2,8.6,Homestead
918,Patrick Murphy (DEM),DEM,15.29,55.20,Patrick Murphy (DEM) won with 55.2% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Miami Dade College - Homestead Campus,909,Majority Hispanic,Other,39.2,23.5,14.1,9.2,68.8,7.9,Homestead
919,Patrick Murphy (DEM),DEM,8.92,53.16,Patrick Murphy (DEM) won with 53.2% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Oasis Club House,3264,Majority Hispanic,Other,34.7,25.9,14.1,15.4,63.8,6.7,Homestead
920,Patrick Murphy (DEM),DEM,65.29,81.03,Patrick Murphy (DEM) won with 81% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Phichol Williams Community Center,2002,Majority Black,Heavily Democrat,60.9,10.1,5,51.6,36,7.4,Homestead
922,Patrick Murphy (DEM),DEM,77.20,87.43,Patrick Murphy (DEM) won with 87.4% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Florida City/Homestead Neighborhood Service Center,2039,Majority Black,Heavily Democrat,70.5,5.7,1.8,66.7,24.2,7.3,Florida City
923,Marco Rubio (REP),REP,24.52,61.54,Marco Rubio (REP) won with 61.5% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Homestead Senior High School,310,Other,Other,30.3,41,48.7,7.4,36.5,7.4,Homestead
924,Marco Rubio (REP),REP,16.50,56.31,Marco Rubio (REP) won with 56.3% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Fruit & Spice Park,357,Majority Hispanic,Other,29.4,39.2,27.7,2.8,58.3,11.2,Unincorporated M-D
926,Patrick Murphy (DEM),DEM,2.14,49.46,Patrick Murphy (DEM) won with 49.5% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,West Homestead Elementary School,1665,Majority Hispanic,Other,34.9,29.1,26.7,9.2,57.1,7,Unincorporated M-D
928,Patrick Murphy (DEM),DEM,11.65,54.58,Patrick Murphy (DEM) won with 54.6% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Homestead Senior High School,5354,Majority Hispanic,Other,38.6,23.6,19.9,18.6,54.1,7.4,Homestead
930,Marco Rubio (REP),REP,20.61,57.53,Marco Rubio (REP) won with 57.5% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Phichol Williams Community Center,1009,Other,Other,26.9,39.7,32.3,8.4,49.8,9.5,Unincorporated M-D
931,Patrick Murphy (DEM),DEM,22.45,60.13,Patrick Murphy (DEM) won with 60.1% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Homestead Mennonite Church,1281,Majority Hispanic,Other,40.3,22.1,7.3,11.9,73.7,7.1,Unincorporated M-D
932,Patrick Murphy (DEM),DEM,27.35,62.56,Patrick Murphy (DEM) won with 62.6% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Goulds Church of Christ,753,Majority Hispanic,Other,43.7,24.4,7.8,21.4,63.6,7.2,Unincorporated M-D
933,Patrick Murphy (DEM),DEM,100.00,100.00,Patrick Murphy (DEM) won with 100% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Florida City Elementary School,4,Majority White,Heavily Democrat,50,0,75,0,0,25,Unincorporated M-D
934,Patrick Murphy (DEM),DEM,15.55,56.54,Patrick Murphy (DEM) won with 56.5% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Waterstone Grand,4304,Majority Hispanic,Other,36.8,24.5,10.7,17.3,63.7,8.4,Homestead
935,Patrick Murphy (DEM),DEM,32.88,65.07,Patrick Murphy (DEM) won with 65.1% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Florida City Elementary School,416,Majority Hispanic,Other,43,11.5,6.5,6.5,74.5,12.5,Unincorporated M-D
936,Patrick Murphy (DEM),DEM,46.49,71.57,Patrick Murphy (DEM) won with 71.6% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Phichol Williams Community Center,496,Majority Hispanic,Heavily Democrat,53.6,15.1,7.3,29,56.7,7.1,Homestead
937,Patrick Murphy (DEM),DEM,83.33,83.33,Patrick Murphy (DEM) won with 83.3% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Florida City Elementary School,71,Other,Other,47.9,5.6,8.5,0,5.6,85.9,Unincorporated M-D
