LAST_UPDATE_2022,BASE_PRECINCT,CANDIDATE_NAME_1,VOTES_WON_1,CANDIDATE_PARTY_1,CANDIDATE_NAME_2,VOTES_WON_2,CANDIDATE_PARTY_2,CANDIDATE_NAME_3,VOTES_WON_3,CANDIDATE_PARTY_3,CANDIDATE_NAME_4,VOTES_WON_4,CANDIDATE_PARTY_4,TOTAL_VOTES_TALLIED,VOTE_SHARE_1,VOTE_SHARE_2,VOTE_SHARE_3,VOTE_SHARE_4,LEAD_PARTY,LEAD_CANDIDATE,RAW_MARGIN,MARGIN_PERCENTPOINTS,CT_TOTAL_VOTES_TALLIED,CT_VOTE_SHARE_1,CT_VOTE_SHARE_2,CT_VOTE_SHARE_3,CT_VOTE_SHARE_4,CT_LEAD_PARTY,CT_LEAD_CANDIDATE,CT_RAW_MARGIN,CT_MARGIN_PERCENTPOINTS,CT_LEAD_VOTESHARE,CT_SECOND_PARTY,CT_SECOND_CANDIDATE,CT_SECOND_VOTESHARE,TOTAL_REGISTERED_VOTERS,RACE,PARTISANSHIP,DEMOCRAT_SHARE,REPUBLICAN_SHARE,NPA_SHARE,WHITE_SHARE,BLACK_SHARE,HISPANIC_SHARE,OTHER_SHARE
Last updated at 11-14-2022 20:55,931,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),236,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),387,REP,627,0.32,37.64,0.32,61.72,REP,Ron DeSantis (REP),151,24.08,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1040,Majority White,Other,30.6,40.7,26.7,63.9,14.5,12.2,9.3
Last updated at 11-14-2022 20:55,932,Carmen Jackie Gimenez (NPA),22,NPA,Charlie Crist (DEM),1214,DEM,Hector Roos (LPF),11,LPF,Ron DeSantis (REP),1036,REP,2283,0.96,53.18,0.48,45.38,DEM,Charlie Crist (DEM),178,7.8,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,6038,Other,Other,42.3,21.6,34.1,34.8,29.8,27.8,7.6
Last updated at 11-14-2022 20:55,933,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),489,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),739,REP,1234,0.32,39.63,0.16,59.89,REP,Ron DeSantis (REP),250,20.26,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2142,Majority White,Other,29.6,37.0,30.6,61.4,15.5,15.5,7.6
Last updated at 11-14-2022 20:55,934,Carmen Jackie Gimenez (NPA),6,NPA,Charlie Crist (DEM),692,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),1129,REP,1830,0.33,37.81,0.16,61.69,REP,Ron DeSantis (REP),437,23.88,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2846,Majority White,Other,28.4,39.8,28.7,67.8,12.0,11.7,8.6
Last updated at 11-14-2022 20:55,935,Carmen Jackie Gimenez (NPA),5,NPA,Charlie Crist (DEM),466,DEM,Hector Roos (LPF),7,LPF,Ron DeSantis (REP),935,REP,1413,0.35,32.98,0.5,66.17,REP,Ron DeSantis (REP),469,33.19,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2899,Majority White,Other,27.4,38.7,31.9,67.7,10.9,15.9,5.5
Last updated at 11-14-2022 20:55,936,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),414,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),1226,REP,1644,0.24,25.18,0.0,74.57,REP,Ron DeSantis (REP),812,49.39,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2293,Majority White,Heavily Republican,18.0,55.9,23.5,84.2,4.0,5.6,6.2
Last updated at 11-14-2022 20:55,937,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),481,DEM,Hector Roos (LPF),6,LPF,Ron DeSantis (REP),1493,REP,1981,0.05,24.28,0.3,75.37,REP,Ron DeSantis (REP),1012,51.09,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2719,Majority White,Heavily Republican,19.0,55.1,23.8,87.0,1.5,5.3,6.2
Last updated at 11-14-2022 20:55,938,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),30,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),78,REP,109,0.0,27.52,0.92,71.56,REP,Ron DeSantis (REP),48,44.04,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,296,Majority White,Other,23.3,34.8,39.2,69.9,1.7,23.0,5.4
Last updated at 11-14-2022 20:55,939,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),837,DEM,Hector Roos (LPF),6,LPF,Ron DeSantis (REP),1602,REP,2447,0.08,34.21,0.25,65.47,REP,Ron DeSantis (REP),765,31.26,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,3670,Majority White,Other,25.6,44.8,27.0,84.5,2.5,8.9,4.1
Last updated at 11-14-2022 20:55,940,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),14,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),39,REP,53,0.0,26.42,0.0,73.58,REP,Ron DeSantis (REP),25,47.17,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,147,Majority White,Other,21.8,36.1,40.1,70.7,4.1,19.7,5.4
Last updated at 11-14-2022 20:55,941,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),280,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),891,REP,1178,0.25,23.77,0.34,75.64,REP,Ron DeSantis (REP),611,51.87,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1752,Majority White,Heavily Republican,16.4,54.2,26.6,83.9,2.2,6.6,7.2
Last updated at 11-14-2022 20:55,942,Carmen Jackie Gimenez (NPA),19,NPA,Charlie Crist (DEM),1254,DEM,Hector Roos (LPF),8,LPF,Ron DeSantis (REP),825,REP,2106,0.9,59.54,0.38,39.17,DEM,Charlie Crist (DEM),429,20.37,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,5273,Other,Other,44.8,20.8,32.6,32.0,33.1,25.4,9.5
Last updated at 11-14-2022 20:55,943,Carmen Jackie Gimenez (NPA),11,NPA,Charlie Crist (DEM),364,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),410,REP,786,1.4,46.31,0.13,52.16,REP,Ron DeSantis (REP),46,5.85,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2095,Other,Other,35.8,25.6,35.8,48.9,16.6,27.7,6.7
Last updated at 11-14-2022 20:55,944,Carmen Jackie Gimenez (NPA),18,NPA,Charlie Crist (DEM),1824,DEM,Hector Roos (LPF),10,LPF,Ron DeSantis (REP),1544,REP,3396,0.53,53.71,0.29,45.47,DEM,Charlie Crist (DEM),280,8.24,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,6566,Other,Other,40.7,25.9,31.0,39.8,28.3,22.3,9.6
Last updated at 11-14-2022 20:55,945,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),110,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),238,REP,349,0.29,31.52,0.0,68.19,REP,Ron DeSantis (REP),128,36.68,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,975,Majority White,Other,30.1,31.8,36.2,68.7,3.7,21.6,5.9
Last updated at 11-14-2022 20:55,946,Carmen Jackie Gimenez (NPA),28,NPA,Charlie Crist (DEM),1634,DEM,Hector Roos (LPF),14,LPF,Ron DeSantis (REP),1421,REP,3097,0.9,52.76,0.45,45.88,DEM,Charlie Crist (DEM),213,6.88,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,7235,Other,Other,41.7,23.8,32.3,38.1,26.6,26.1,9.2
Last updated at 11-14-2022 20:55,947,Carmen Jackie Gimenez (NPA),13,NPA,Charlie Crist (DEM),1462,DEM,Hector Roos (LPF),7,LPF,Ron DeSantis (REP),1362,REP,2844,0.46,51.41,0.25,47.89,DEM,Charlie Crist (DEM),100,3.52,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,5977,Other,Other,40.4,26.0,31.8,44.3,25.5,21.3,8.9
Last updated at 11-14-2022 20:55,948,Carmen Jackie Gimenez (NPA),9,NPA,Charlie Crist (DEM),279,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),505,REP,795,1.13,35.09,0.25,63.52,REP,Ron DeSantis (REP),226,28.43,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1702,Majority White,Other,31.8,31.3,34.3,53.9,16.4,24.3,5.3
Last updated at 11-14-2022 20:55,949,Carmen Jackie Gimenez (NPA),16,NPA,Charlie Crist (DEM),1357,DEM,Hector Roos (LPF),12,LPF,Ron DeSantis (REP),1523,REP,2908,0.55,46.66,0.41,52.37,REP,Ron DeSantis (REP),166,5.71,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,5725,Majority White,Other,37.5,29.6,30.9,53.9,19.2,18.1,8.7
Last updated at 11-14-2022 20:55,950,Carmen Jackie Gimenez (NPA),12,NPA,Charlie Crist (DEM),1014,DEM,Hector Roos (LPF),13,LPF,Ron DeSantis (REP),1376,REP,2415,0.5,41.99,0.54,56.98,REP,Ron DeSantis (REP),362,14.99,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,5080,Majority White,Other,33.0,31.6,33.0,53.3,15.3,23.2,8.2
Last updated at 11-14-2022 20:55,951,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),440,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),736,REP,1184,0.34,37.16,0.34,62.16,REP,Ron DeSantis (REP),296,25.0,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1943,Majority White,Other,27.6,44.0,26.5,72.4,9.5,10.8,7.4
Last updated at 11-14-2022 20:55,952,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),576,DEM,Hector Roos (LPF),6,LPF,Ron DeSantis (REP),1070,REP,1656,0.24,34.78,0.36,64.61,REP,Ron DeSantis (REP),494,29.83,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2536,Majority White,Other,27.5,44.4,26.0,73.3,9.9,8.8,7.9
Last updated at 11-14-2022 20:55,953,Carmen Jackie Gimenez (NPA),5,NPA,Charlie Crist (DEM),656,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),1079,REP,1744,0.29,37.61,0.23,61.87,REP,Ron DeSantis (REP),423,24.25,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,3034,Majority White,Other,30.4,40.1,27.3,66.6,11.3,13.2,8.9
Last updated at 11-14-2022 20:55,954,Carmen Jackie Gimenez (NPA),13,NPA,Charlie Crist (DEM),1188,DEM,Hector Roos (LPF),9,LPF,Ron DeSantis (REP),819,REP,2029,0.64,58.55,0.44,40.36,DEM,Charlie Crist (DEM),369,18.19,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,4915,Other,Other,41.1,22.8,33.8,47.2,23.5,19.4,9.9
Last updated at 11-14-2022 20:55,955,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),549,DEM,Hector Roos (LPF),7,LPF,Ron DeSantis (REP),977,REP,1536,0.2,35.74,0.46,63.61,REP,Ron DeSantis (REP),428,27.86,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2600,Majority White,Other,28.6,41.3,28.2,73.3,5.9,14.3,6.5
Last updated at 11-14-2022 20:55,956,Carmen Jackie Gimenez (NPA),7,NPA,Charlie Crist (DEM),631,DEM,Hector Roos (LPF),6,LPF,Ron DeSantis (REP),851,REP,1495,0.47,42.21,0.4,56.92,REP,Ron DeSantis (REP),220,14.72,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,3162,Majority White,Other,33.0,31.4,33.3,53.8,16.4,19.3,10.5
Last updated at 11-14-2022 20:55,957,Carmen Jackie Gimenez (NPA),5,NPA,Charlie Crist (DEM),314,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),415,REP,737,0.68,42.61,0.41,56.31,REP,Ron DeSantis (REP),101,13.7,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1665,Majority White,Other,36.7,30.0,31.4,50.0,18.1,23.4,8.5
Last updated at 11-14-2022 20:55,958,Carmen Jackie Gimenez (NPA),6,NPA,Charlie Crist (DEM),644,DEM,Hector Roos (LPF),7,LPF,Ron DeSantis (REP),590,REP,1247,0.48,51.64,0.56,47.31,DEM,Charlie Crist (DEM),54,4.33,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2485,Other,Other,39.7,24.5,33.8,40.7,29.3,18.8,11.1
Last updated at 11-14-2022 20:55,959,Carmen Jackie Gimenez (NPA),18,NPA,Charlie Crist (DEM),1247,DEM,Hector Roos (LPF),9,LPF,Ron DeSantis (REP),934,REP,2208,0.82,56.48,0.41,42.3,DEM,Charlie Crist (DEM),313,14.18,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,4677,Other,Other,42.2,22.8,32.8,39.0,28.3,21.7,11.0
Last updated at 11-14-2022 20:55,960,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),161,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),386,REP,548,0.0,29.38,0.18,70.44,REP,Ron DeSantis (REP),225,41.06,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1006,Majority White,Other,22.8,45.8,29.0,79.9,2.1,12.6,5.4
Last updated at 11-14-2022 20:55,961,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),317,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),240,REP,562,0.36,56.41,0.53,42.7,DEM,Charlie Crist (DEM),77,13.7,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1602,Other,Other,49.3,18.9,30.7,20.5,30.3,41.2,8.1
Last updated at 11-14-2022 20:55,962,Carmen Jackie Gimenez (NPA),14,NPA,Charlie Crist (DEM),835,DEM,Hector Roos (LPF),7,LPF,Ron DeSantis (REP),725,REP,1581,0.89,52.81,0.44,45.86,DEM,Charlie Crist (DEM),110,6.96,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,3498,Other,Other,38.1,24.0,35.7,39.5,23.9,25.6,10.9
Last updated at 11-14-2022 20:55,963,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),3,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),16,REP,20,5.0,15.0,0.0,80.0,REP,Ron DeSantis (REP),13,65.0,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,72,Other,Other,31.9,33.3,33.3,41.7,1.4,40.3,16.7
Last updated at 11-14-2022 20:55,964,Carmen Jackie Gimenez (NPA),6,NPA,Charlie Crist (DEM),149,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),68,REP,226,2.65,65.93,1.33,30.09,DEM,Charlie Crist (DEM),81,35.84,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,846,Other,Heavily Democrat,50.7,13.5,33.1,21.7,43.3,26.5,8.5
Last updated at 11-14-2022 20:55,965,Carmen Jackie Gimenez (NPA),8,NPA,Charlie Crist (DEM),782,DEM,Hector Roos (LPF),6,LPF,Ron DeSantis (REP),218,REP,1014,0.79,77.12,0.59,21.5,DEM,Charlie Crist (DEM),564,55.62,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2321,Majority Black,Heavily Democrat,66.0,10.9,22.1,14.6,61.5,15.1,8.8
Last updated at 11-14-2022 20:55,966,Carmen Jackie Gimenez (NPA),6,NPA,Charlie Crist (DEM),370,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),427,REP,806,0.74,45.91,0.37,52.98,REP,Ron DeSantis (REP),57,7.07,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2094,Other,Other,35.0,25.4,37.9,43.2,17.0,30.6,9.3
Last updated at 11-14-2022 20:55,967,Carmen Jackie Gimenez (NPA),15,NPA,Charlie Crist (DEM),348,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),182,REP,546,2.75,63.74,0.18,33.33,DEM,Charlie Crist (DEM),166,30.4,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1776,Other,Heavily Democrat,55.8,13.6,29.5,17.1,41.7,32.9,8.3
Last updated at 11-14-2022 20:55,968,Carmen Jackie Gimenez (NPA),10,NPA,Charlie Crist (DEM),712,DEM,Hector Roos (LPF),7,LPF,Ron DeSantis (REP),449,REP,1178,0.85,60.44,0.59,38.12,DEM,Charlie Crist (DEM),263,22.33,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2970,Other,Other,46.8,17.7,34.0,30.7,31.0,26.8,11.4
Last updated at 11-14-2022 20:55,969,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),63,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),87,REP,151,0.0,41.72,0.66,57.62,REP,Ron DeSantis (REP),24,15.89,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,321,Other,Other,41.4,29.3,28.7,36.8,10.9,40.2,12.1
Last updated at 11-14-2022 20:55,970,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),39,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),88,REP,131,2.29,29.77,0.76,67.18,REP,Ron DeSantis (REP),49,37.4,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,317,Majority Hispanic,Other,31.9,34.4,32.5,34.7,5.4,52.1,7.9
Last updated at 11-14-2022 20:55,971,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),355,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),245,REP,606,0.5,58.58,0.5,40.43,DEM,Charlie Crist (DEM),110,18.15,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1890,Other,Heavily Democrat,50.1,16.3,32.6,22.1,28.3,40.6,9.0
Last updated at 11-14-2022 20:55,972,Carmen Jackie Gimenez (NPA),5,NPA,Charlie Crist (DEM),765,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),608,REP,1383,0.36,55.31,0.36,43.96,DEM,Charlie Crist (DEM),157,11.35,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2918,Other,Other,40.4,22.3,34.9,41.9,23.1,20.4,14.6
Last updated at 11-14-2022 20:55,973,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),317,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),148,REP,468,0.64,67.74,0.0,31.62,DEM,Charlie Crist (DEM),169,36.11,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1076,Other,Heavily Democrat,57.4,15.0,26.6,23.5,48.8,20.9,6.8
Last updated at 11-14-2022 20:55,974,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),123,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),123,REP,248,0.4,49.6,0.4,49.6,TIED,Charlie Crist (DEM) and Ron DeSantis (REP),0,0.0,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,737,Other,Other,43.1,19.0,36.2,35.5,23.9,30.7,9.9
Last updated at 11-14-2022 20:55,975,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),81,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),69,REP,151,0.0,53.64,0.66,45.7,DEM,Charlie Crist (DEM),12,7.95,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,504,Other,Other,39.5,20.4,38.3,38.7,21.2,33.3,6.7
Last updated at 11-14-2022 20:55,976,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),0,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),5,REP,5,0.0,0.0,0.0,100.0,REP,Ron DeSantis (REP),5,100.0,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,15,Majority White,Other,33.3,46.7,20.0,86.7,0.0,0.0,13.3
Last updated at 11-14-2022 20:55,977,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),2,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),4,REP,6,0.0,33.33,0.0,66.67,REP,Ron DeSantis (REP),2,33.33,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,23,Other,Other,21.7,30.4,43.5,43.5,4.3,39.1,13.0
Last updated at 11-14-2022 20:55,979,Carmen Jackie Gimenez (NPA),5,NPA,Charlie Crist (DEM),583,DEM,Hector Roos (LPF),6,LPF,Ron DeSantis (REP),555,REP,1149,0.44,50.74,0.52,48.3,DEM,Charlie Crist (DEM),28,2.44,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2533,Other,Other,39.5,23.7,34.9,41.3,20.5,28.3,10.0
Last updated at 11-14-2022 20:55,980,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),413,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),381,REP,802,0.5,51.5,0.5,47.51,DEM,Charlie Crist (DEM),32,3.99,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1751,Other,Other,38.5,26.3,33.2,48.0,22.3,21.5,8.2
Last updated at 11-14-2022 20:55,981,Carmen Jackie Gimenez (NPA),8,NPA,Charlie Crist (DEM),693,DEM,Hector Roos (LPF),7,LPF,Ron DeSantis (REP),577,REP,1285,0.62,53.93,0.54,44.9,DEM,Charlie Crist (DEM),116,9.03,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2276,Other,Other,39.7,26.2,32.2,48.5,24.1,16.0,11.4
Last updated at 11-14-2022 20:55,982,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),468,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),472,REP,944,0.21,49.58,0.21,50.0,REP,Ron DeSantis (REP),4,0.42,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1700,Majority White,Other,32.4,29.4,34.9,52.2,18.9,17.6,11.2
Last updated at 11-14-2022 20:55,983,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),478,DEM,Hector Roos (LPF),7,LPF,Ron DeSantis (REP),514,REP,1002,0.3,47.7,0.7,51.3,REP,Ron DeSantis (REP),36,3.59,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1635,Majority White,Other,35.5,33.0,29.8,64.3,16.5,10.2,9.0
Last updated at 11-14-2022 20:55,984,Carmen Jackie Gimenez (NPA),16,NPA,Charlie Crist (DEM),975,DEM,Hector Roos (LPF),8,LPF,Ron DeSantis (REP),755,REP,1754,0.91,55.59,0.46,43.04,DEM,Charlie Crist (DEM),220,12.54,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,4553,Other,Other,44.1,19.8,33.7,32.1,35.5,24.9,7.5
Last updated at 11-14-2022 20:55,985,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),77,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),132,REP,210,0.48,36.67,0.0,62.86,REP,Ron DeSantis (REP),55,26.19,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,403,Majority White,Other,30.8,40.4,25.8,67.7,13.2,11.7,7.4
Last updated at 11-14-2022 20:55,986,Carmen Jackie Gimenez (NPA),14,NPA,Charlie Crist (DEM),888,DEM,Hector Roos (LPF),8,LPF,Ron DeSantis (REP),830,REP,1740,0.8,51.03,0.46,47.7,DEM,Charlie Crist (DEM),58,3.33,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,4028,Other,Other,39.1,24.6,33.8,40.2,26.4,24.1,9.3
