LAST_UPDATE_2022,BASE_PRECINCT,CANDIDATE_NAME_1,VOTES_WON_1,CANDIDATE_PARTY_1,CANDIDATE_NAME_2,VOTES_WON_2,CANDIDATE_PARTY_2,CANDIDATE_NAME_3,VOTES_WON_3,CANDIDATE_PARTY_3,CANDIDATE_NAME_4,VOTES_WON_4,CANDIDATE_PARTY_4,TOTAL_VOTES_TALLIED,VOTE_SHARE_1,VOTE_SHARE_2,VOTE_SHARE_3,VOTE_SHARE_4,LEAD_PARTY,LEAD_CANDIDATE,RAW_MARGIN,MARGIN_PERCENTPOINTS,CT_TOTAL_VOTES_TALLIED,CT_VOTE_SHARE_1,CT_VOTE_SHARE_2,CT_VOTE_SHARE_3,CT_VOTE_SHARE_4,CT_LEAD_PARTY,CT_LEAD_CANDIDATE,CT_RAW_MARGIN,CT_MARGIN_PERCENTPOINTS,CT_LEAD_VOTESHARE,CT_SECOND_PARTY,CT_SECOND_CANDIDATE,CT_SECOND_VOTESHARE,WINNER_CANDIDATE_18,WINNER_PARTY_18,MARGIN_PERCENTPOINTS_18,VOTE_SHARE_WINNER_18,WINNER_TEXT_18,CT_WINNER_CANDIDATE_18,CT_WINNER_PARTY_18,CT_WINNER_TEXT_18,LOCATION,TOTAL_POP,RACE,PARTISANSHIP,DEMOCRAT_SHARE,REPUBLICAN_SHARE,WHITE_SHARE,BLACK_SHARE,HISPANIC_SHARE,OTHER_SHARE,MUNICIPALITY
Last updated at 02-13-2023 22:46,793,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),375,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),659,REP,1038,0.19,36.13,0.19,63.49,REP,Ron DeSantis (REP),284,27.36,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,7.0,52.8,Andrew Gillum (DEM) won with 52.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Kendale Lakes Branch Library,2041,Majority Hispanic,Other,27.6,34.1,11.4,3.5,75.6,9.5,Unincorporated M-D
Last updated at 02-13-2023 22:46,794,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),557,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),877,REP,1439,0.21,38.71,0.14,60.95,REP,Ron DeSantis (REP),320,22.24,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,8.19,53.5,Andrew Gillum (DEM) won with 53.5% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Unity Center of Miami,2653,Majority Hispanic,Other,32.2,35.5,19.4,9.6,62.3,8.6,Unincorporated M-D
Last updated at 02-13-2023 22:46,796,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),18,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),61,REP,79,0.0,22.78,0.0,77.22,REP,Ron DeSantis (REP),43,54.43,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,24.39,62.2,Ron DeSantis (REP) won with 62.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Kendale Lakes Branch Library,146,Majority Hispanic,Other,16.4,48.6,10.3,6.2,81.5,2.1,Unincorporated M-D
Last updated at 02-13-2023 22:46,797,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),518,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),1089,REP,1614,0.12,32.09,0.31,67.47,REP,Ron DeSantis (REP),571,35.38,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,0.2,49.1,Andrew Gillum (DEM) won with 49.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Miami-Dade County Fire Station #56,3203,Majority Hispanic,Other,25.1,33.3,7.5,2.2,79.5,10.8,Unincorporated M-D
Last updated at 02-13-2023 22:46,798,Carmen Jackie Gimenez (NPA),6,NPA,Charlie Crist (DEM),707,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),2149,REP,2867,0.21,24.66,0.17,74.96,REP,Ron DeSantis (REP),1442,50.3,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,14.04,56.3,Ron DeSantis (REP) won with 56.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Dr. Manuel C. Barreiro Elementary School,5390,Majority Hispanic,Other,20.9,41.7,7.1,1,84.9,7,Unincorporated M-D
Last updated at 02-13-2023 22:46,800,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),285,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),578,REP,871,0.46,32.72,0.46,66.36,REP,Ron DeSantis (REP),293,33.64,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,14.87,57.0,Andrew Gillum (DEM) won with 57% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Miccosukee Golf & Country Club,1987,Majority Hispanic,Other,30.4,33.8,6.1,1.8,85.5,6.6,Unincorporated M-D
Last updated at 02-13-2023 22:46,801,Carmen Jackie Gimenez (NPA),9,NPA,Charlie Crist (DEM),702,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),177,REP,891,1.01,78.79,0.34,19.87,DEM,Charlie Crist (DEM),525,58.92,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,82.37,91.0,Andrew Gillum (DEM) won with 91% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Sgt. Joseph Delancy Park,1918,Majority Black,Heavily Democrat,67.8,12.2,1.8,64.8,28.4,5.1,Unincorporated M-D
Last updated at 02-13-2023 22:46,802,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),728,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),167,REP,899,0.33,80.98,0.11,18.58,DEM,Charlie Crist (DEM),561,62.4,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,86.7,93.1,Andrew Gillum (DEM) won with 93.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Dorothy M. Wallace C.O.P.E. Center,1894,Majority Black,Heavily Democrat,70.2,9,1.5,67.1,25.2,6.2,Unincorporated M-D
Last updated at 02-13-2023 22:46,803,Carmen Jackie Gimenez (NPA),5,NPA,Charlie Crist (DEM),730,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),142,REP,877,0.57,83.24,0.0,16.19,DEM,Charlie Crist (DEM),588,67.05,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,91.28,95.4,Andrew Gillum (DEM) won with 95.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Richmond Heights Middle School,1828,Majority Black,Heavily Democrat,70.2,8.6,1.6,72,20.1,6.2,Unincorporated M-D
Last updated at 02-13-2023 22:46,804,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),572,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),726,REP,1305,0.23,43.83,0.31,55.63,REP,Ron DeSantis (REP),154,11.8,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,3.92,51.7,Andrew Gillum (DEM) won with 51.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Coral Reef Branch Library,1952,Other,Other,33.1,39.1,38.8,5.2,47.3,8.7,Unincorporated M-D
Last updated at 02-13-2023 22:46,805,Carmen Jackie Gimenez (NPA),7,NPA,Charlie Crist (DEM),532,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),626,REP,1170,0.6,45.47,0.43,53.5,REP,Ron DeSantis (REP),94,8.03,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,26.26,62.6,Andrew Gillum (DEM) won with 62.6% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,St. Luke the Physician Episcopal Church,2834,Majority Hispanic,Other,33.7,27,12.6,4.5,75.2,7.7,Unincorporated M-D
Last updated at 02-13-2023 22:46,806,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),515,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),517,REP,1034,0.19,49.81,0.0,50.0,REP,Ron DeSantis (REP),2,0.19,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,22.13,60.6,Andrew Gillum (DEM) won with 60.6% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Coral Reef Elementary School,1566,Majority White,Other,38.8,32.2,50.1,2.4,38.3,9.3,Palmetto Bay
Last updated at 02-13-2023 22:46,807,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),508,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),520,REP,1032,0.29,49.22,0.1,50.39,REP,Ron DeSantis (REP),12,1.16,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,16.8,57.9,Andrew Gillum (DEM) won with 57.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Howard Drive Elementary School,1598,Other,Other,36.7,33.6,44.7,2.9,41.1,11.3,Palmetto Bay
Last updated at 02-13-2023 22:46,808,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),276,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),395,REP,673,0.0,41.01,0.3,58.69,REP,Ron DeSantis (REP),119,17.68,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,7.68,53.6,Ron DeSantis (REP) won with 53.6% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,St. Andrews Episcopal Church,1020,Majority White,Other,31.5,41.3,52,2.8,36.4,8.8,Palmetto Bay
Last updated at 02-13-2023 22:46,809,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),97,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),187,REP,284,0.0,34.15,0.0,65.85,REP,Ron DeSantis (REP),90,31.69,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,10.79,55.4,Ron DeSantis (REP) won with 55.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Christ Congregational Church,426,Majority White,Other,23.7,47.7,53.8,1.2,40.4,4.7,Palmetto Bay
Last updated at 02-13-2023 22:46,810,Carmen Jackie Gimenez (NPA),9,NPA,Charlie Crist (DEM),1069,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),1189,REP,2267,0.4,47.15,0.0,52.45,REP,Ron DeSantis (REP),120,5.29,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,5.28,52.3,Andrew Gillum (DEM) won with 52.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,St. Richard Parish Center,3337,Majority White,Other,36.8,35.4,51.2,1.7,37.6,9.5,Palmetto Bay
Last updated at 02-13-2023 22:46,811,Carmen Jackie Gimenez (NPA),9,NPA,Charlie Crist (DEM),619,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),578,REP,1211,0.74,51.11,0.41,47.73,DEM,Charlie Crist (DEM),41,3.39,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,24.45,61.9,Andrew Gillum (DEM) won with 61.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Marlin Moore Post #133,2225,Other,Other,38.6,27.7,30.5,11.1,44.9,13.5,Palmetto Bay
Last updated at 02-13-2023 22:46,812,Carmen Jackie Gimenez (NPA),8,NPA,Charlie Crist (DEM),676,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),510,REP,1195,0.67,56.57,0.08,42.68,DEM,Charlie Crist (DEM),166,13.89,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,46.14,72.6,Andrew Gillum (DEM) won with 72.6% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Kingdom Covenant Church,2591,Majority Hispanic,Other,45.4,21.9,13.4,24.9,50.6,11.2,Unincorporated M-D
Last updated at 02-13-2023 22:46,813,Carmen Jackie Gimenez (NPA),12,NPA,Charlie Crist (DEM),1309,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),674,REP,2000,0.6,65.45,0.25,33.7,DEM,Charlie Crist (DEM),635,31.75,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,62.64,81.0,Andrew Gillum (DEM) won with 81% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Christ the King Catholic Church,4207,Other,Heavily Democrat,53.6,17.5,7.4,38.7,43.2,10.7,Unincorporated M-D
Last updated at 02-13-2023 22:46,814,Carmen Jackie Gimenez (NPA),8,NPA,Charlie Crist (DEM),728,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),772,REP,1512,0.53,48.15,0.26,51.06,REP,Ron DeSantis (REP),44,2.91,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,35.05,67.1,Andrew Gillum (DEM) won with 67.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Glendale Baptist Church,3501,Majority Hispanic,Other,36.7,24.4,16.1,11.3,62.6,10,Unincorporated M-D
Last updated at 02-13-2023 22:46,815,Carmen Jackie Gimenez (NPA),5,NPA,Charlie Crist (DEM),325,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),513,REP,847,0.59,38.37,0.47,60.57,REP,Ron DeSantis (REP),188,22.2,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,20.96,60.0,Andrew Gillum (DEM) won with 60% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Miami Heights Elementary School,2055,Majority Hispanic,Other,34.2,30.4,9,9.7,74.9,6.5,Unincorporated M-D
Last updated at 02-13-2023 22:46,816,Carmen Jackie Gimenez (NPA),5,NPA,Charlie Crist (DEM),891,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),571,REP,1467,0.34,60.74,0.0,38.92,DEM,Charlie Crist (DEM),320,21.81,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,60.45,79.9,Andrew Gillum (DEM) won with 79.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Church of The Ascension,3057,Other,Heavily Democrat,50.5,20.1,7.9,35.2,48.4,8.4,Unincorporated M-D
Last updated at 02-13-2023 22:46,817,Carmen Jackie Gimenez (NPA),7,NPA,Charlie Crist (DEM),623,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),324,REP,955,0.73,65.24,0.1,33.93,DEM,Charlie Crist (DEM),299,31.31,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,69.46,84.4,Andrew Gillum (DEM) won with 84.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Colonial Drive Park,2035,Other,Heavily Democrat,52.1,18.2,7.9,37.2,45.4,9.5,Unincorporated M-D
Last updated at 02-13-2023 22:46,818,Carmen Jackie Gimenez (NPA),9,NPA,Charlie Crist (DEM),504,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),79,REP,592,1.52,85.14,0.0,13.34,DEM,Charlie Crist (DEM),425,71.79,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,92.17,95.7,Andrew Gillum (DEM) won with 95.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Ethel F. Beckford/Richmond Elementary School,1849,Majority Black,Heavily Democrat,73.8,6.4,1.2,76.4,15.9,6.5,Unincorporated M-D
Last updated at 02-13-2023 22:46,819,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),393,DEM,Hector Roos (LPF),6,LPF,Ron DeSantis (REP),505,REP,907,0.33,43.33,0.66,55.68,REP,Ron DeSantis (REP),112,12.35,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,5.18,51.8,Andrew Gillum (DEM) won with 51.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Palmetto Bay Park,1622,Other,Other,34.8,32.4,39.1,8.8,41.9,10.3,Palmetto Bay
Last updated at 02-13-2023 22:46,820,Carmen Jackie Gimenez (NPA),8,NPA,Charlie Crist (DEM),1012,DEM,Hector Roos (LPF),6,LPF,Ron DeSantis (REP),1358,REP,2384,0.34,42.45,0.25,56.96,REP,Ron DeSantis (REP),346,14.51,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,4.45,51.6,Andrew Gillum (DEM) won with 51.6% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Edward & Arlene Feller Community Room,3802,Other,Other,33.6,35.7,43.9,5,41,10.1,Palmetto Bay
Last updated at 02-13-2023 22:46,821,Carmen Jackie Gimenez (NPA),9,NPA,Charlie Crist (DEM),872,DEM,Hector Roos (LPF),7,LPF,Ron DeSantis (REP),1138,REP,2026,0.44,43.04,0.35,56.17,REP,Ron DeSantis (REP),266,13.13,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,6.76,52.8,Andrew Gillum (DEM) won with 52.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Whispering Pines Elementary School,3354,Other,Other,33.6,34.1,42.1,6.7,43.4,7.8,Cutler Bay
Last updated at 02-13-2023 22:46,822,Carmen Jackie Gimenez (NPA),5,NPA,Charlie Crist (DEM),560,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),734,REP,1300,0.38,43.08,0.08,56.46,REP,Ron DeSantis (REP),174,13.38,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,7.68,53.3,Andrew Gillum (DEM) won with 53.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Cutler Bay Worship Center,2240,Other,Other,33.8,34,38.8,5.8,46.7,8.7,Cutler Bay
Last updated at 02-13-2023 22:46,823,Carmen Jackie Gimenez (NPA),6,NPA,Charlie Crist (DEM),597,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),829,REP,1434,0.42,41.63,0.14,57.81,REP,Ron DeSantis (REP),232,16.18,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,15.67,57.1,Andrew Gillum (DEM) won with 57.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Gulfstream Elementary School,2637,Majority Hispanic,Other,33,33.3,23.5,10.2,56.6,9.7,Cutler Bay
Last updated at 02-13-2023 22:46,824,Carmen Jackie Gimenez (NPA),7,NPA,Charlie Crist (DEM),299,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),495,REP,802,0.87,37.28,0.12,61.72,REP,Ron DeSantis (REP),196,24.44,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,12.44,55.6,Andrew Gillum (DEM) won with 55.6% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Pinelands Presbyterian Church,1647,Majority Hispanic,Other,33.3,29.2,26.7,6.1,58.1,9.2,Cutler Bay
Last updated at 02-13-2023 22:46,825,Carmen Jackie Gimenez (NPA),10,NPA,Charlie Crist (DEM),775,DEM,Hector Roos (LPF),6,LPF,Ron DeSantis (REP),1108,REP,1899,0.53,40.81,0.32,58.35,REP,Ron DeSantis (REP),333,17.54,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,21.57,59.9,Andrew Gillum (DEM) won with 59.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,South Dade Regional Library,3913,Majority Hispanic,Other,35.5,30.8,21,9.5,61,8.5,Cutler Bay
Last updated at 02-13-2023 22:46,826,Carmen Jackie Gimenez (NPA),12,NPA,Charlie Crist (DEM),351,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),137,REP,501,2.4,70.06,0.2,27.35,DEM,Charlie Crist (DEM),214,42.71,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,84.99,92.2,Andrew Gillum (DEM) won with 92.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Robert Russa Moton Elementary School,1521,Majority Black,Heavily Democrat,63,11.4,2.2,62.1,29,6.7,Unincorporated M-D
Last updated at 02-13-2023 22:46,827,Carmen Jackie Gimenez (NPA),13,NPA,Charlie Crist (DEM),440,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),432,REP,887,1.47,49.61,0.23,48.7,DEM,Charlie Crist (DEM),8,0.9,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,42.48,70.5,Andrew Gillum (DEM) won with 70.5% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Iglesia Bautista McCall,2442,Majority Hispanic,Other,43.5,24.3,6.3,24.9,58.7,10.1,Unincorporated M-D
Last updated at 02-13-2023 22:46,829,Carmen Jackie Gimenez (NPA),12,NPA,Charlie Crist (DEM),454,DEM,Hector Roos (LPF),7,LPF,Ron DeSantis (REP),489,REP,962,1.25,47.19,0.73,50.83,REP,Ron DeSantis (REP),35,3.64,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,40.13,69.0,Andrew Gillum (DEM) won with 69% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Caribbean K-8 Center,2333,Majority Hispanic,Other,45.3,25.1,5.1,27.3,59.7,7.9,Unincorporated M-D
Last updated at 02-13-2023 22:46,830,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),434,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),425,REP,864,0.46,50.23,0.12,49.19,DEM,Charlie Crist (DEM),9,1.04,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,43.77,71.4,Andrew Gillum (DEM) won with 71.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Isaac A. Withers Enrichment Center,2231,Majority Hispanic,Other,42.1,23.1,7,22.2,61.2,9.5,Unincorporated M-D
Last updated at 02-13-2023 22:46,831,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),118,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),131,REP,251,0.8,47.01,0.0,52.19,REP,Ron DeSantis (REP),13,5.18,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,39.53,69.1,Andrew Gillum (DEM) won with 69.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Isaac A. Withers Enrichment Center,763,Majority Hispanic,Other,36.4,24.6,4.2,10,79.7,6.2,Unincorporated M-D
