BASE_PRECINCT,WINNER_CANDIDATE_18,WINNER_PARTY_18,MARGIN_PERCENTPOINTS_18,VOTE_SHARE_WINNER_18,WINNER_TEXT_18,CT_WINNER_CANDIDATE_18,CT_WINNER_PARTY_18,CT_WINNER_TEXT_18,LOCATION,TOTAL_POP,RACE,PARTISANSHIP,DEMOCRAT_SHARE,REPUBLICAN_SHARE,WHITE_SHARE,BLACK_SHARE,HISPANIC_SHARE,OTHER_SHARE,MUNICIPALITY
840,Andrew Gillum (DEM),DEM,19.65,59.3,Andrew Gillum (DEM) won with 59.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Palmetto Golf Course,1845,Majority Hispanic,Other,36,30.7,30.7,8.7,50.2,10.4,Unincorporated M-D
841,Andrew Gillum (DEM),DEM,21.94,60.2,Andrew Gillum (DEM) won with 60.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Robert Morgan Educational Center,3399,Majority Hispanic,Other,32.4,30,7.8,9.4,74.7,8.1,Unincorporated M-D
842,Andrew Gillum (DEM),DEM,45.45,72.2,Andrew Gillum (DEM) won with 72.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Kingdom Covenant Church,341,Other,Other,40.8,27.3,21.1,13.2,49.6,16.1,Unincorporated M-D
843,Andrew Gillum (DEM),DEM,34.69,67.3,Andrew Gillum (DEM) won with 67.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Goulds Church of Christ,125,Majority Hispanic,Other,32.8,32,11.2,3.2,68,17.6,Unincorporated M-D
844,Ron DeSantis (REP),REP,100.00,100.0,Ron DeSantis (REP) won with 100% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Southwood Middle School,7,Majority White,Other,14.3,42.9,71.4,0,0,28.6,Palmetto Bay
845,Andrew Gillum (DEM),DEM,17.33,58.4,Andrew Gillum (DEM) won with 58.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Iglesia Metodista Unida Peace,2247,Majority Hispanic,Other,33.7,33.4,12.1,13.9,62.8,11.3,Unincorporated M-D
846,Andrew Gillum (DEM),DEM,22.65,60.6,Andrew Gillum (DEM) won with 60.6% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Upper Room Assembly of God,3549,Majority Hispanic,Other,34.8,31,8.5,10.8,73.5,7.2,Unincorporated M-D
847,Andrew Gillum (DEM),DEM,26.58,62.8,Andrew Gillum (DEM) won with 62.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Cutler Bay Senior High School,4556,Majority Hispanic,Other,34.3,28.6,16.6,11.3,63.3,8.7,Cutler Bay
848,Ron DeSantis (REP),REP,23.47,61.1,Ron DeSantis (REP) won with 61.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Miami First Church of the Nazarene,1257,Majority Hispanic,Other,23.8,44.9,32.1,2.9,57,8,Unincorporated M-D
849,Andrew Gillum (DEM),DEM,41.21,69.8,Andrew Gillum (DEM) won with 69.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Mount Pleasant Baptist Church,759,Majority Hispanic,Other,40.4,24.4,11.7,15.8,63,9.5,Cutler Bay
850,Ron DeSantis (REP),REP,24.20,61.6,Ron DeSantis (REP) won with 61.6% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Christ Congregational Church,326,Other,Other,22.4,45.7,44.5,1.2,43.6,10.7,Coral Gables
851,Andrew Gillum (DEM),DEM,59.58,79.1,Andrew Gillum (DEM) won with 79.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Miami Southridge Senior High School,2352,Majority Hispanic,Other,48.9,21,4.6,30.7,55.6,9.1,Unincorporated M-D
852,Ron DeSantis (REP),REP,75.00,87.5,Ron DeSantis (REP) won with 87.5% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Morning Star Baptist Church,47,Majority Hispanic,Other,23.4,29.8,29.8,2.1,63.8,4.3,Unincorporated M-D
853,Ron DeSantis (REP),REP,16.40,57.5,Ron DeSantis (REP) won with 57.5% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Silver Palm United Methodist Church,2013,Majority Hispanic,Other,26.5,39.4,23.8,2.4,67.4,6.3,Unincorporated M-D
854,Andrew Gillum (DEM),DEM,25.00,62.1,Andrew Gillum (DEM) won with 62.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Cutler Bay Worship Center,2838,Majority Hispanic,Other,37.8,27.6,26.5,8.8,54.8,9.9,Cutler Bay
856,Andrew Gillum (DEM),DEM,80.57,90.2,Andrew Gillum (DEM) won with 90.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Goulds Park,3142,Majority Black,Heavily Democrat,62.6,12.3,2.5,59.1,31.9,6.6,Unincorporated M-D
857,Andrew Gillum (DEM),DEM,17.61,58.2,Andrew Gillum (DEM) won with 58.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Ministerio Cristiano Exodo 13:21,3956,Majority Hispanic,Other,30.5,30.9,10.6,6.8,73.7,9,Unincorporated M-D
858,Andrew Gillum (DEM),DEM,8.60,53.7,Andrew Gillum (DEM) won with 53.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Unity Center of Miami,2813,Majority Hispanic,Other,29.8,34.8,11.1,5.3,76,7.7,Unincorporated M-D
859,Andrew Gillum (DEM),DEM,12.87,56.0,Andrew Gillum (DEM) won with 56% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,West Kendall Regional Library,3198,Majority Hispanic,Other,26.4,31.4,11.4,3.7,74.9,9.9,Unincorporated M-D
860,Andrew Gillum (DEM),DEM,23.80,61.1,Andrew Gillum (DEM) won with 61.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Deerwood Bonita Lakes Park,1295,Majority Hispanic,Other,34.4,28.3,13.7,8.7,68.3,9.2,Unincorporated M-D
862,Andrew Gillum (DEM),DEM,35.02,66.9,Andrew Gillum (DEM) won with 66.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Isles at Bayshore Clubhouse,3729,Majority Hispanic,Other,36.7,24.1,15.1,11.9,64.4,8.6,Cutler Bay
888,Andrew Gillum (DEM),DEM,21.10,59.6,Andrew Gillum (DEM) won with 59.6% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Waterstone Grand,292,Majority Hispanic,Other,30.8,30.1,7.2,15.8,72.9,4.1,Homestead
889,Andrew Gillum (DEM),DEM,42.48,70.6,Andrew Gillum (DEM) won with 70.6% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Iglesia Cristiana El Buen Samaritano,943,Majority Hispanic,Other,45,24.2,10.5,31.5,50.6,7.4,Unincorporated M-D
890,Andrew Gillum (DEM),DEM,49.41,74.1,Andrew Gillum (DEM) won with 74.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Air Base K-8 Center,3240,Majority Hispanic,Other,47.5,19.8,6,33.4,52.4,8.1,Unincorporated M-D
891,Andrew Gillum (DEM),DEM,47.25,73.4,Andrew Gillum (DEM) won with 73.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Homestead Air Reserve Park,4372,Majority Hispanic,Other,41.5,23.1,7,25,60.6,7.5,Unincorporated M-D
892,Andrew Gillum (DEM),DEM,23.23,61.6,Andrew Gillum (DEM) won with 61.6% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Gate Way Church of Christ,299,Majority Hispanic,Other,28.4,26.8,7.7,9.4,75.9,7,Homestead
893,Andrew Gillum (DEM),DEM,68.32,84.2,Andrew Gillum (DEM) won with 84.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Oasis Club House,507,Majority Hispanic,Other,43.6,18.5,14.6,26.6,50.9,7.9,Homestead
894,Andrew Gillum (DEM),DEM,65.22,82.6,Andrew Gillum (DEM) won with 82.6% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Villages of Homestead Audubon Club House,118,Majority Hispanic,Other,39.8,8.5,2.5,2.5,82.2,12.7,Homestead
895,Andrew Gillum (DEM),DEM,27.94,63.3,Andrew Gillum (DEM) won with 63.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Oasis Club House,1889,Majority Hispanic,Other,36.6,23.9,14.9,17.8,58.8,8.5,Homestead
896,Ron DeSantis (REP),REP,5.56,51.9,Ron DeSantis (REP) won with 51.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Villages of Homestead Audubon Club House,87,Majority Hispanic,Other,29.9,29.9,35.6,6.9,50.6,6.9,Homestead
897,Andrew Gillum (DEM),DEM,15.54,56.9,Andrew Gillum (DEM) won with 56.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Gate Way Church of Christ,2667,Majority Hispanic,Other,33.4,29.2,22.9,13.5,56.6,7,Homestead
900,Ron DeSantis (REP),REP,9.99,54.5,Ron DeSantis (REP) won with 54.5% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Silver Palm United Methodist Church,1289,Other,Other,32.4,37.2,36.6,6.9,48.9,7.6,Unincorporated M-D
901,Ron DeSantis (REP),REP,30.85,65.1,Ron DeSantis (REP) won with 65.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Fruit & Spice Park,1887,Majority Hispanic,Other,25.5,42.6,34.8,2.2,55.3,7.7,Unincorporated M-D
903,Andrew Gillum (DEM),DEM,62.34,80.5,Andrew Gillum (DEM) won with 80.5% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Naranja Park Recreation Center,4950,Majority Hispanic,Heavily Democrat,50.4,16.9,5.9,36.1,50.4,7.6,Unincorporated M-D
904,Andrew Gillum (DEM),DEM,35.59,67.2,Andrew Gillum (DEM) won with 67.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Naranja Community Resource Center,6104,Majority Hispanic,Other,36.5,25.1,7.6,15.4,69.8,7.3,Unincorporated M-D
905,Andrew Gillum (DEM),DEM,37.62,67.8,Andrew Gillum (DEM) won with 67.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Iglesia Cristiana El Buen Samaritano,1173,Majority Hispanic,Other,41.9,19.8,6.7,27.8,56.5,9,Unincorporated M-D
906,Andrew Gillum (DEM),DEM,43.16,70.9,Andrew Gillum (DEM) won with 70.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Miami Dade College - Homestead Campus,1398,Majority Hispanic,Other,41.6,21.9,11,19.7,61.7,7.5,Homestead
907,Andrew Gillum (DEM),DEM,22.67,60.7,Andrew Gillum (DEM) won with 60.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Villages of Homestead Audubon Club House,1768,Other,Other,40.4,25.7,28.4,15.9,48.1,7.6,Homestead
909,Andrew Gillum (DEM),DEM,54.18,76.6,Andrew Gillum (DEM) won with 76.6% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Naranja Branch Library,3884,Majority Hispanic,Other,48.1,17.5,7.5,26.4,58.8,7.2,Unincorporated M-D
910,Andrew Gillum (DEM),DEM,27.07,62.5,Andrew Gillum (DEM) won with 62.5% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Iglesia Centro de Fe,3111,Majority Hispanic,Other,37.7,25.9,9.5,13.3,70.6,6.6,Unincorporated M-D
911,Andrew Gillum (DEM),DEM,37.29,67.8,Andrew Gillum (DEM) won with 67.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,St. Martin De Porres Catholic Church,3217,Majority Hispanic,Other,40.5,22.6,9.6,12.9,71,6.6,Unincorporated M-D
913,Ron DeSantis (REP),REP,12.28,55.4,Ron DeSantis (REP) won with 55.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,South Dade Park,3846,Majority Hispanic,Other,29.9,38.2,31.6,7.7,53.1,7.7,Unincorporated M-D
914,Ron DeSantis (REP),REP,21.75,60.1,Ron DeSantis (REP) won with 60.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,John D. Campbell Agricultural Center,1425,Other,Other,24.4,45.6,45.3,4,43.7,7,Unincorporated M-D
915,Andrew Gillum (DEM),DEM,1.84,50.4,Andrew Gillum (DEM) won with 50.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Homestead Community Center (William F. Dickinson),2513,Majority Hispanic,Other,34.8,30.6,30.5,8.6,54.6,6.3,Homestead
916,Andrew Gillum (DEM),DEM,48.94,73.5,Andrew Gillum (DEM) won with 73.5% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Phichol Williams Community Center,1446,Majority Hispanic,Other,43.6,17.6,13.8,17.4,60.2,8.6,Homestead
918,Andrew Gillum (DEM),DEM,20.25,59.2,Andrew Gillum (DEM) won with 59.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Miami Dade College - Homestead Campus,909,Majority Hispanic,Other,39.2,23.5,14.1,9.2,68.8,7.9,Homestead
919,Andrew Gillum (DEM),DEM,16.67,57.6,Andrew Gillum (DEM) won with 57.6% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Oasis Club House,3264,Majority Hispanic,Other,34.7,25.9,14.1,15.4,63.8,6.7,Homestead
920,Andrew Gillum (DEM),DEM,78.22,88.4,Andrew Gillum (DEM) won with 88.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Phichol Williams Community Center,2002,Majority Black,Heavily Democrat,60.9,10.1,5,51.6,36,7.4,Homestead
922,Andrew Gillum (DEM),DEM,88.75,94.1,Andrew Gillum (DEM) won with 94.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Florida City/Homestead Neighborhood Service Center,2039,Majority Black,Heavily Democrat,70.5,5.7,1.8,66.7,24.2,7.3,Florida City
923,Ron DeSantis (REP),REP,14.36,56.9,Ron DeSantis (REP) won with 56.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Homestead Senior High School,310,Other,Other,30.3,41,48.7,7.4,36.5,7.4,Homestead
924,Ron DeSantis (REP) and Andrew Gillum (DEM),TIED,0.00,50.0,Ron DeSantis (REP) and Andrew Gillum (DEM) were tied with 50% votes each in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Fruit & Spice Park,357,Majority Hispanic,Other,29.4,39.2,27.7,2.8,58.3,11.2,Unincorporated M-D
926,Andrew Gillum (DEM),DEM,10.06,54.2,Andrew Gillum (DEM) won with 54.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,West Homestead Elementary School,1665,Majority Hispanic,Other,34.9,29.1,26.7,9.2,57.1,7,Unincorporated M-D
928,Andrew Gillum (DEM),DEM,26.20,62.7,Andrew Gillum (DEM) won with 62.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Homestead Senior High School,5354,Majority Hispanic,Other,38.6,23.6,19.9,18.6,54.1,7.4,Homestead
930,Ron DeSantis (REP),REP,20.98,59.7,Ron DeSantis (REP) won with 59.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Phichol Williams Community Center,1009,Other,Other,26.9,39.7,32.3,8.4,49.8,9.5,Unincorporated M-D
931,Andrew Gillum (DEM),DEM,34.17,65.8,Andrew Gillum (DEM) won with 65.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Homestead Mennonite Church,1281,Majority Hispanic,Other,40.3,22.1,7.3,11.9,73.7,7.1,Unincorporated M-D
932,Andrew Gillum (DEM),DEM,39.04,69.1,Andrew Gillum (DEM) won with 69.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Goulds Church of Christ,753,Majority Hispanic,Other,43.7,24.4,7.8,21.4,63.6,7.2,Unincorporated M-D
933,Andrew Gillum (DEM),DEM,100.00,100.0,Andrew Gillum (DEM) won with 100% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Florida City Elementary School,4,Majority White,Heavily Democrat,50,0,75,0,0,25,Unincorporated M-D
934,Andrew Gillum (DEM),DEM,29.14,63.8,Andrew Gillum (DEM) won with 63.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Waterstone Grand,4304,Majority Hispanic,Other,36.8,24.5,10.7,17.3,63.7,8.4,Homestead
935,Andrew Gillum (DEM),DEM,45.37,71.3,Andrew Gillum (DEM) won with 71.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Florida City Elementary School,416,Majority Hispanic,Other,43,11.5,6.5,6.5,74.5,12.5,Unincorporated M-D
936,Andrew Gillum (DEM),DEM,61.88,80.3,Andrew Gillum (DEM) won with 80.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Phichol Williams Community Center,496,Majority Hispanic,Heavily Democrat,53.6,15.1,7.3,29,56.7,7.1,Homestead
937,Andrew Gillum (DEM),DEM,73.33,86.7,Andrew Gillum (DEM) won with 86.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Florida City Elementary School,71,Other,Other,47.9,5.6,8.5,0,5.6,85.9,Unincorporated M-D
938,Ron DeSantis (REP),REP,100.00,100.0,Ron DeSantis (REP) won with 100% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Florida City Elementary School,6,Majority White,Other,33.3,16.7,83.3,0,0,16.7,Unincorporated M-D
939,N/A,N/A,0.00,0.0,No votes were cast in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
940,Andrew Gillum (DEM),DEM,28.77,63.6,Andrew Gillum (DEM) won with 63.6% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Ctr for Int'l Education-A Cambridge Assoc. School,935,Majority Hispanic,Other,36.3,26,7.3,10.5,74.4,7.8,Unincorporated M-D
941,Ron DeSantis (REP),REP,16.85,57.9,Ron DeSantis (REP) won with 57.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Silver Palm United Methodist Church,993,Majority Hispanic,Other,27.5,40,38.8,1.7,51.4,8.2,Unincorporated M-D
942,Andrew Gillum (DEM),DEM,61.93,80.7,Andrew Gillum (DEM) won with 80.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Naranja Park Recreation Center,1024,Majority Hispanic,Other,46.5,17.9,4.8,31.6,54.6,9,Unincorporated M-D
943,Andrew Gillum (DEM),DEM,1.62,50.3,Andrew Gillum (DEM) won with 50.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Florida City Elementary School,357,Other,Other,35.3,29.1,49.9,3.1,43.1,3.9,Unincorporated M-D
944,Ron DeSantis (REP) and Andrew Gillum (DEM),TIED,0.00,50.0,Ron DeSantis (REP) and Andrew Gillum (DEM) were tied with 50% votes each in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Naranja Park Recreation Center,13,Other,Heavily Democrat,53.8,30.8,46.2,15.4,23.1,15.4,Unincorporated M-D
945,N/A,N/A,0.00,0.0,No votes were cast in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
947,Andrew Gillum (DEM),DEM,40.06,69.3,Andrew Gillum (DEM) won with 69.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Coconut Palm K-8 Academy,5724,Majority Hispanic,Other,39.3,23.4,8.3,17.4,66.9,7.4,Unincorporated M-D
948,Andrew Gillum (DEM),DEM,64.53,81.8,Andrew Gillum (DEM) won with 81.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Miami-Dade County East Homestead Fire Station #88,3099,Majority Hispanic,Other,49.3,15.2,9.1,33.7,50.5,6.7,Homestead
949,Andrew Gillum (DEM),DEM,58.54,78.6,Andrew Gillum (DEM) won with 78.6% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Gateway Environmental K-8 Learning Center,2249,Majority Hispanic,Other,46.3,18.3,5.5,22.1,64.9,7.5,Homestead
950,N/A,N/A,0.00,0.0,No votes were cast in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
951,Andrew Gillum (DEM),DEM,61.74,80.1,Andrew Gillum (DEM) won with 80.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Florida City City Hall,3399,Majority Hispanic,Other,49.3,16.9,8.3,31.7,52.7,7.4,Florida City
953,Andrew Gillum (DEM),DEM,2.63,50.8,Andrew Gillum (DEM) won with 50.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,South Dade Baptist Church,2060,Majority Hispanic,Other,35.1,32.3,31.2,8.3,53.6,6.9,Unincorporated M-D
955,Andrew Gillum (DEM),DEM,84.31,91.9,Andrew Gillum (DEM) won with 91.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Florida City City Hall,1050,Majority Black,Heavily Democrat,66.9,7,5.1,65.9,22.2,6.8,Florida City
957,Andrew Gillum (DEM),DEM,2.90,51.4,Andrew Gillum (DEM) won with 51.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Cutler Cay Homeowners Association,1027,Majority Hispanic,Other,29.6,34.1,27.5,11.3,50.7,10.5,Cutler Bay
959,Andrew Gillum (DEM),DEM,36.49,67.3,Andrew Gillum (DEM) won with 67.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Club Malibu Bay,1761,Majority Hispanic,Other,40.6,21.9,11.6,20,61.1,7.3,Homestead
960,Andrew Gillum (DEM),DEM,40.17,69.5,Andrew Gillum (DEM) won with 69.5% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Morning Star Baptist Church,567,Majority Hispanic,Other,42.5,25.7,6.9,16.9,67.7,8.5,Unincorporated M-D
